"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_1872","motif_316","0.085","0.437","854.2054","None","None"
"document_1873","motif_13","0.624","0.018","332.2353","None","None"
"document_1873","motif_322","0.135","0.841","332.2353","None","None"
"document_1873","motif_314","0.111","0.393","332.2353","None","None"
"document_1873","motif_80","0.071","0.102","332.2353","None","None"
"document_1874","motif_294","0.999","0.032","276.1920","None","None"
"document_1875","motif_335","0.677","0.081","388.3404","None","None"
"document_1875","motif_0","0.143","0.944","388.3404","None","None"
"document_1875","motif_394","0.123","0.191","388.3404","None","None"
"document_1875","motif_386","0.057","0.641","388.3404","None","None"
"document_1876","motif_71","0.524","0.842","694.3825","None","None"
"document_1876","motif_198","0.403","0.781","694.3825","None","None"
"document_1876","motif_202","0.072","0.872","694.3825","None","None"
"document_1877","motif_92","0.783","0.073","525.3415","None","None"
"document_1877","motif_137","0.060","0.834","525.3415","None","None"
"document_1878","motif_183","0.992","0.052","369.2603","None","None"
"document_1879","motif_8","1.000","0.186","815.3271","None","None"
"document_188","motif_142","1.000","0.037","592.4552","None","None"
"document_1880","motif_334","0.636","0.470","366.2987","None","None"
"document_1880","motif_202","0.100","0.865","366.2987","None","None"
"document_1881","motif_153","0.573","0.518","314.2672","None","None"
"document_1881","motif_378","0.146","0.696","314.2672","None","None"
"document_1881","motif_110","0.063","0.558","314.2672","None","None"
"document_1881","motif_47","0.057","0.907","314.2672","None","None"
"document_1882","motif_202","0.444","0.877","377.3244","None","None"
"document_1882","motif_334","0.209","0.368","377.3244","None","None"
"document_1882","motif_230","0.140","0.831","377.3244","None","None"
"document_1882","motif_225","0.131","0.049","377.3244","None","None"
"document_1882","motif_354","0.069","0.308","377.3244","None","None"
"document_1883","motif_98","0.821","0.618","229.1789","None","None"
"document_1883","motif_137","0.061","0.819","229.1789","None","None"
"document_1884","motif_359","0.998","0.210","299.9946","None","None"
"document_1885","motif_116","0.726","0.258","595.4656","None","None"
"document_1885","motif_217","0.179","0.368","595.4656","None","None"
"document_1885","motif_19","0.078","0.044","595.4656","None","None"
"document_1886","motif_191","0.923","0.297","436.3976","None","None"
"document_1886","motif_7","0.076","0.719","436.3976","None","None"
"document_1887","motif_71","0.430","0.858","886.5016","None","None"
"document_1887","motif_198","0.219","0.721","886.5016","None","None"
"document_1887","motif_383","0.140","0.359","886.5016","None","None"
"document_1887","motif_202","0.093","0.817","886.5016","None","None"
"document_1888","motif_333","0.844","0.157","414.0801","None","None"
"document_1888","motif_371","0.095","0.887","414.0801","None","None"
"document_1889","motif_129","0.707","0.026","185.1277","None","None"
"document_1889","motif_238","0.252","0.443","185.1277","None","None"
"document_189","motif_26","0.869","0.752","700.2315","None","None"
"document_189","motif_119","0.131","0.462","700.2315","None","None"
"document_1890","motif_348","0.816","0.107","332.3142","None","None"
"document_1890","motif_286","0.089","0.081","332.3142","None","None"
"document_1891","motif_317","0.221","0.136","286.2361","None","None"
"document_1891","motif_153","0.196","0.302","286.2361","None","None"
"document_1891","motif_280","0.090","0.467","286.2361","None","None"
"document_1891","motif_110","0.074","0.614","286.2361","None","None"
"document_1891","motif_96","0.065","0.622","286.2361","None","None"
"document_1891","motif_131","0.065","0.216","286.2361","None","None"
"document_1891","motif_237","0.058","0.773","286.2361","None","None"
"document_1892","motif_163","0.999","0.019","341.2653","None","None"
"document_1893","motif_271","0.480","0.481","302.2308","None","None"
"document_1893","motif_378","0.210","0.740","302.2308","None","None"
"document_1893","motif_29","0.085","0.571","302.2308","None","None"
"document_1893","motif_137","0.065","0.740","302.2308","None","None"
"document_1893","motif_10","0.061","0.644","302.2308","None","None"
"document_1894","motif_337","0.910","0.790","409.2469","None","None"
"document_1895","motif_97","0.753","0.050","317.2603","None","None"
"document_1895","motif_184","0.195","0.619","317.2603","None","None"
"document_1896","motif_342","0.509","0.711","228.1948","None","None"
"document_1896","motif_378","0.230","0.715","228.1948","None","None"
"document_1896","motif_137","0.089","0.730","228.1948","None","None"
"document_1897","motif_109","0.734","0.272","258.2414","None","None"
"document_1897","motif_371","0.059","0.876","258.2414","None","None"
"document_1897","motif_110","0.053","0.363","258.2414","None","None"
"document_1898","motif_218","0.806","0.044","305.2071","None","None"
"document_1898","motif_77","0.082","0.322","305.2071","None","None"
"document_1898","motif_92","0.056","0.253","305.2071","None","None"
"document_1899","motif_365","0.494","0.026","380.2931","None","None"
"document_1899","motif_322","0.485","0.857","380.2931","None","None"
"document_19","motif_39","0.539","0.026","348.2740","None","None"
"document_19","motif_48","0.206","0.069","348.2740","None","None"
"document_19","motif_163","0.176","0.184","348.2740","None","None"
"document_190","motif_390","0.526","0.166","283.1736","None","None"
"document_190","motif_202","0.318","0.948","283.1736","None","None"
"document_190","motif_177","0.072","0.104","283.1736","None","None"
"document_1900","motif_165","0.995","0.214","312.3242","None","None"
"document_1901","motif_337","0.640","0.771","377.2205","None","None"
"document_1901","motif_322","0.174","0.791","377.2205","None","None"
"document_1901","motif_113","0.104","0.210","377.2205","None","None"
"document_1902","motif_209","0.611","0.377","521.3208","None","None"
"document_1902","motif_220","0.121","0.714","521.3208","None","None"
"document_1902","motif_371","0.108","0.912","521.3208","None","None"
"document_1902","motif_84","0.073","0.582","521.3208","None","None"
"document_1903","motif_378","0.513","0.796","577.5277","None","None"
"document_1903","motif_29","0.198","0.572","577.5277","None","None"
"document_1903","motif_267","0.086","0.334","577.5277","None","None"
"document_1903","motif_137","0.060","0.526","577.5277","None","None"
"document_1904","motif_47","0.999","0.006","495.1239","None","None"
"document_1905","motif_388","0.809","0.189","498.2745","None","None"
"document_1905","motif_284","0.101","0.380","498.2745","None","None"
"document_1905","motif_117","0.090","0.649","498.2745","None","None"
"document_1906","motif_259","0.754","0.453","391.1995","None","None"
"document_1906","motif_127","0.100","0.171","391.1995","None","None"
"document_1907","motif_211","1.000","0.676","1370.9513","None","None"
"document_1908","motif_275","0.439","0.111","297.1467","None","None"
"document_1908","motif_157","0.343","0.576","297.1467","None","None"
"document_1908","motif_320","0.092","0.166","297.1467","None","None"
"document_1908","motif_96","0.063","0.642","297.1467","None","None"
"document_1909","motif_254","0.996","0.201","383.2676","None","None"
"document_191","motif_162","0.974","0.016","296.2179","None","None"
"document_1910","motif_217","0.484","0.275","161.0954","None","None"
"document_1910","motif_301","0.129","0.610","161.0954","None","None"
"document_1910","motif_226","0.113","0.221","161.0954","None","None"
"document_1910","motif_283","0.101","0.153","161.0954","None","None"
"document_1911","motif_313","0.923","0.075","173.1723","None","None"
"document_1912","motif_115","0.994","0.437","262.1424","None","None"
"document_1913","motif_281","0.505","0.414","253.1422","None","None"
"document_1913","motif_157","0.239","0.674","253.1422","None","None"
"document_1913","motif_96","0.174","0.786","253.1422","None","None"
"document_1913","motif_54","0.061","0.487","253.1422","None","None"
"document_1914","motif_169","0.900","0.089","270.2777","None","None"
"document_1914","motif_184","0.054","0.400","270.2777","None","None"
"document_1915","motif_254","0.720","0.122","164.1063","None","None"
"document_1915","motif_117","0.240","0.649","164.1063","None","None"
"document_1916","motif_30","0.871","0.094","268.2621","None","None"
"document_1916","motif_353","0.126","0.374","268.2621","None","None"
"document_1917","motif_173","0.423","0.042","175.1109","None","None"
"document_1917","motif_396","0.188","0.143","175.1109","None","None"
"document_1917","motif_241","0.174","0.221","175.1109","None","None"
"document_1918","motif_281","0.548","0.397","295.1886","None","None"
"document_1918","motif_107","0.134","0.240","295.1886","None","None"
"document_1918","motif_330","0.119","0.277","295.1886","None","None"
"document_1918","motif_147","0.073","0.139","295.1886","None","None"
"document_1919","motif_71","0.626","0.867","424.3249","None","None"
"document_1919","motif_230","0.155","0.801","424.3249","None","None"
"document_1919","motif_202","0.073","0.893","424.3249","None","None"
"document_1919","motif_170","0.070","0.457","424.3249","None","None"
"document_192","motif_200","0.787","0.024","218.2106","None","None"
"document_192","motif_184","0.088","0.619","218.2106","None","None"
"document_1920","motif_254","0.647","0.028","300.3243","None","None"
"document_1920","motif_268","0.144","0.054","300.3243","None","None"
"document_1920","motif_152","0.134","0.552","300.3243","None","None"
"document_1921","motif_140","0.999","0.026","417.3432","None","None"
"document_1922","motif_333","0.849","0.065","298.1996","None","None"
"document_1922","motif_392","0.083","0.074","298.1996","None","None"
"document_1923","motif_348","0.579","0.067","332.3142","None","None"
"document_1923","motif_184","0.117","0.400","332.3142","None","None"
"document_1923","motif_169","0.113","0.088","332.3142","None","None"
"document_1923","motif_23","0.112","0.158","332.3142","None","None"
"document_1924","motif_30","0.777","0.092","268.2621","None","None"
"document_1924","motif_225","0.109","0.036","268.2621","None","None"
"document_1924","motif_353","0.074","0.374","268.2621","None","None"
"document_1925","motif_82","0.461","0.069","414.2830","None","None"
"document_1925","motif_284","0.337","0.417","414.2830","None","None"
"document_1925","motif_373","0.064","0.061","414.2830","None","None"
"document_1926","motif_284","0.472","0.380","348.3247","None","None"
"document_1926","motif_195","0.469","0.258","348.3247","None","None"
"document_1927","motif_297","0.841","0.071","286.3089","None","None"
"document_1927","motif_225","0.107","0.047","286.3089","None","None"
"document_1928","motif_198","0.868","0.816","636.3408","None","None"
"document_1928","motif_202","0.123","0.887","636.3408","None","None"
"document_1929","motif_198","0.397","0.773","526.2821","None","None"
"document_1929","motif_384","0.100","0.272","526.2821","None","None"
"document_1929","motif_202","0.095","0.909","526.2821","None","None"
"document_1929","motif_316","0.085","0.083","526.2821","None","None"
"document_1929","motif_160","0.067","0.380","526.2821","None","None"
"document_193","motif_202","0.397","0.714","363.3088","None","None"
"document_193","motif_354","0.278","0.441","363.3088","None","None"
"document_193","motif_334","0.103","0.374","363.3088","None","None"
"document_193","motif_230","0.102","0.830","363.3088","None","None"
"document_193","motif_353","0.081","0.612","363.3088","None","None"
"document_1930","motif_260","0.661","0.026","377.1415","None","None"
"document_1930","motif_364","0.175","0.052","377.1415","None","None"
"document_1930","motif_397","0.164","0.021","377.1415","None","None"
"document_1931","motif_373","0.323","0.338","358.2208","None","None"
"document_1931","motif_219","0.211","0.930","358.2208","None","None"
"document_1931","motif_302","0.102","0.140","358.2208","None","None"
"document_1931","motif_102","0.083","0.129","358.2208","None","None"
"document_1931","motif_324","0.073","0.980","358.2208","None","None"
"document_1931","motif_305","0.060","0.784","358.2208","None","None"
"document_1932","motif_198","0.317","0.801","482.2568","None","None"
"document_1932","motif_316","0.179","0.091","482.2568","None","None"
"document_1932","motif_91","0.097","0.143","482.2568","None","None"
"document_1932","motif_12","0.074","0.223","482.2568","None","None"
"document_1932","motif_202","0.064","0.900","482.2568","None","None"
